239,55,39,18
239,55,39,18
240,55,39,18
239,55,39,18
240,55,40,19
241,55,39,18
241,56,38,17
242,56,39,16
242,55,38,18
242,55,39,18
244,55,39,19
246,56,38,19
246,56,38,17
247,56,38,17
244,54,38,17
245,55,38,17
245,55,37,17
245,55,37,17
245,54,36,17
245,54,36,18
248,55,37,17
248,55,35,16
249,54,34,17
248,55,34,17
250,55,35,17
250,55,34,16
254,55,34,18
256,56,34,17
257,56,35,17
258,57,35,16
259,58,34,15
260,57,34,17
260,57,34,17
259,59,33,15
259,61,33,15
259,59,33,17
258,59,32,16
261,60,31,16
261,60,31,16
262,63,30,14
264,63,31,14
265,63,31,14
269,63,29,14
268,60,29,15
268,61,29,14
271,61,29,13
273,61,29,12
275,62,29,11
276,61,29,12
278,61,28,12
278,62,27,11
281,59,27,13
283,59,25,12
284,59,27,14
287,60,27,14
288,60,27,13
288,60,27,13
290,62,27,12
290,62,27,12
290,60,27,12
294,60,26,12
296,63,26,11
295,63,26,11
297,63,26,11
299,62,25,11
299,62,25,11
299,62,28,12
303,63,25,12
303,63,24,12
304,61,25,12
304,60,25,12
305,59,25,13
307,58,26,13
309,59,24,13
308,59,25,14
312,59,25,13
313,59,25,12
314,59,25,13
315,58,25,13
315,57,26,13
316,58,25,12
317,60,26,12
318,60,26,12
318,60,26,12
319,60,26,12
320,60,25,12
320,61,24,11
322,59,24,12
323,60,24,13
323,60,24,13
324,60,23,12
323,60,24,12
323,60,24,12
323,60,24,13
322,60,24,14
321,60,24,13
320,60,24,13
319,59,25,13
318,59,26,13
316,60,26,13
316,59,27,14
315,59,27,14
315,58,28,14
315,57,29,15
315,57,29,15
316,56,30,16
317,55,33,16
319,56,34,15
321,59,35,13
324,60,35,13
324,61,34,12
327,62,38,14
330,63,38,14
333,63,39,14
336,62,40,14
339,60,40,14
339,55,41,20
343,56,40,19
345,55,41,19
346,55,40,19
346,55,41,18
345,56,43,21
345,56,42,20
347,56,43,21
350,56,43,21
351,57,43,20
354,57,45,20
357,56,45,21
357,55,44,22
363,55,44,22
363,56,47,21
365,56,47,21
365,56,46,22
365,56,48,21
367,55,48,23
367,54,48,22
370,55,47,22
369,55,46,21
368,55,47,21
368,55,46,22
368,55,47,21
367,55,47,21
367,56,47,21
367,56,46,20
368,56,50,21
369,55,49,23
369,55,48,22
370,54,48,21
368,54,48,21
369,54,47,23
369,54,48,22
371,53,47,21
371,54,46,22
371,53,48,22
373,53,47,23
374,53,46,22
375,52,46,24
376,53,46,23
376,54,46,22
377,53,47,21
377,53,47,22
377,53,47,22
377,52,47,23
377,53,46,22
377,54,46,21
375,53,47,21
374,53,47,21
373,53,47,21
372,52,47,21
369,54,46,19
370,52,48,21
367,53,46,19
367,53,46,21
367,53,44,20
366,53,44,21
366,53,43,21
366,53,43,20
363,54,43,19
362,54,44,19
361,54,44,18
360,54,44,18
358,54,43,19
358,54,43,19
353,54,43,19
351,54,43,19
350,53,41,20
349,54,41,19
348,55,41,18
348,54,40,18
344,55,42,19
346,55,38,19
345,54,38,19
345,55,38,19
345,54,37,19
348,56,36,19
351,55,35,20
353,55,34,19
354,55,33,18
352,56,33,18
352,55,34,19
345,56,31,16
339,56,31,18
337,56,31,18
335,55,29,18
331,55,32,17
333,55,30,17
331,56,29,15
330,54,29,16
330,53,28,15
327,54,28,16
321,57,29,15
322,56,29,16
319,55,29,15
319,55,26,15
318,55,27,15
318,55,25,14
317,56,24,13
316,56,26,14
314,56,27,14
316,57,26,13
314,56,26,14
314,56,26,15
314,55,25,15
314,55,25,15
312,56,25,16
311,55,24,15
310,55,24,14
310,54,24,14
309,55,24,14
309,55,23,14
309,54,23,15
309,57,23,13
309,57,24,12
310,56,25,13
310,55,26,14
311,56,27,14
310,55,27,14
319,57,27,13
321,59,27,11
326,59,27,10
329,62,27,10
332,62,28,11
331,62,29,13
336,57,31,13
338,56,32,14
341,58,31,13
346,57,31,13
349,55,30,15
349,55,29,16
352,54,31,16
357,54,32,15
357,54,30,15
355,56,31,15
355,55,31,15
355,55,34,15
356,56,35,15
356,55,34,15
357,55,34,15
359,54,35,15
359,55,34,14
359,55,33,15
361,55,34,14
361,53,34,15
362,53,32,15
360,54,31,14
360,54,31,14
360,53,30,15
358,53,30,14
358,54,29,14
357,55,29,13
357,55,32,14
356,54,32,14
355,55,31,14
355,54,32,13
354,53,32,13
354,55,29,13
350,62,32,10
350,57,30,14
349,56,29,15
350,55,27,13
349,54,29,15
347,54,30,14
347,55,28,15
345,55,31,14
345,55,30,15
345,54,33,15
346,53,34,15
346,54,36,13
347,54,38,13
347,54,32,14
346,54,32,13
346,54,32,14
346,54,33,14
345,54,33,14
344,55,32,13
343,55,32,14
343,56,32,12
342,55,31,13
342,55,31,13
342,54,32,14
342,55,32,11
342,56,30,13
342,55,29,14
345,54,29,13
345,55,28,12
346,56,30,12
345,56,29,12
346,56,29,12
346,57,28,12
347,56,31,12
347,54,31,13
350,56,29,13
351,56,29,13
352,57,28,12
353,58,27,12
354,57,27,12
353,57,27,12
352,57,28,12
351,58,28,13
351,59,28,11
351,60,27,11
348,59,26,12
348,60,25,11
348,61,24,10
346,60,24,11
343,60,25,11
343,61,24,10
339,61,24,10
337,60,24,11
335,60,25,11
335,61,25,10
335,62,25,10
334,62,25,10
333,62,25,9
333,62,24,10
333,61,24,10
333,62,24,10
331,61,24,11
329,63,25,9
329,63,24,10
324,62,24,9
323,61,25,10
325,60,25,9
325,58,25,10
326,60,24,11
327,60,24,11
329,59,22,11
330,57,22,11
329,57,23,10
329,57,23,11
327,58,23,11
329,57,23,12
326,60,23,11
326,59,23,12
327,60,23,12
328,60,25,11
329,59,25,11
329,59,24,11
329,61,24,11
330,61,25,11
330,60,24,11
331,59,24,11
331,59,24,12
332,59,23,11
331,60,24,10
330,60,25,10
330,60,24,11
330,60,23,11
330,61,23,11
330,61,22,10
330,64,22,8
331,63,22,10
330,62,23,10
330,62,23,10
330,62,23,10
330,63,23,9
331,62,23,9
330,62,22,10
329,62,24,10
329,61,24,11
329,62,23,9
329,62,23,8
328,60,25,10
329,61,23,10
329,61,23,9
329,61,23,9
329,61,23,9
330,60,23,9
330,64,22,9
330,61,22,10
330,59,22,10
330,61,22,9
330,61,21,10
330,60,21,11
328,63,22,10
328,62,22,10
328,62,22,10
329,63,21,9
329,62,22,10
329,61,21,10
327,63,21,10
327,62,22,10
326,62,22,9
326,61,22,11
326,61,23,12
326,61,22,11
327,63,20,10
326,63,22,10
326,62,22,10
327,61,20,10
326,61,21,10
326,62,21,10
325,63,21,8
325,62,21,10
325,63,21,9
326,63,21,10
327,62,21,9
326,62,22,10
326,63,22,10
326,62,22,10
327,62,21,10
326,61,21,10
327,61,20,10
327,62,20,9
326,63,19,9
325,63,20,9
325,64,23,9
325,63,22,10
324,62,22,10
323,63,23,10
323,62,23,11
322,63,22,11
322,62,22,11
322,62,21,11
323,62,22,10
323,63,22,10
322,63,22,11
322,61,22,10
321,62,22,10
321,63,23,11
321,63,22,10
321,63,22,11
320,61,23,10
320,61,23,11
319,61,23,11
319,61,22,11
319,62,22,11
319,62,22,11
319,63,23,11
320,62,24,12
320,62,23,11
321,62,22,11
321,61,22,11
321,62,22,11
320,62,22,10
320,62,21,11
319,61,21,11
319,62,21,11
319,62,20,11
320,62,21,12
318,63,22,11
317,62,22,12
318,63,22,9
317,62,23,11
317,61,23,11
317,61,22,11
316,62,22,11
316,61,21,11
315,60,23,11
316,61,23,11
316,60,22,11
317,61,22,10
316,62,22,11
317,62,22,10
317,62,21,11
317,63,21,10
317,62,21,11
316,62,21,11
317,62,21,11
316,63,22,11
315,61,23,12
315,59,23,13
315,61,23,13
315,60,23,14
315,61,22,13
314,63,22,10
314,62,23,11
315,62,23,11
314,62,23,11
314,63,22,10
314,63,22,11
314,63,22,10
314,62,22,11
315,61,21,12
314,61,23,11
314,62,22,11
313,62,22,11
313,61,21,13
313,62,22,11
312,63,23,11
311,63,23,10
311,62,23,12
309,62,23,11
309,61,23,11
309,61,22,11
307,62,23,11
306,61,24,11
306,61,24,11
306,63,23,11
306,64,23,11
307,63,24,11
306,63,24,10
306,63,24,11
306,64,24,11
304,62,24,11
303,63,24,11
302,62,24,10
301,62,24,11
300,63,24,10
299,63,24,10
298,63,24,10
298,62,24,11
297,62,25,11
296,63,24,10
294,63,25,11
294,64,26,10
291,62,26,11
291,62,25,11
291,61,25,12
291,61,25,12
292,63,24,11
292,64,23,11
291,60,25,12
291,60,24,13
292,60,25,12
292,59,25,13
292,59,25,14
292,60,24,15
291,57,25,14
292,58,24,13
292,59,23,13
292,59,23,12
293,59,23,13
292,59,22,14
290,58,27,14
290,57,26,15
289,57,26,16
289,57,27,16
288,57,27,17
288,56,27,17
287,56,27,17
287,57,27,17
286,57,27,16
286,56,27,17
285,55,27,17
284,55,28,16
283,56,28,17
282,55,29,17
282,55,30,18
282,56,29,17
281,63,28,13
281,62,30,14
281,57,28,14
282,60,29,13
283,61,28,12
284,57,27,17
283,56,28,17
283,56,28,17
282,55,28,17
283,56,27,17
284,57,26,17
283,57,27,16
283,56,28,17
283,57,27,16
282,54,27,17
283,57,27,17
283,58,26,15
283,57,28,16
282,57,29,15
284,57,28,15
283,59,27,13
284,57,27,15
283,59,28,14
283,62,28,12
283,58,27,14
282,58,28,14
283,62,27,12
283,61,26,12
283,61,26,12
283,61,26,13
283,62,26,13
283,61,26,13
284,58,25,15
286,59,26,16
287,61,26,14
287,60,26,14
288,59,26,14
288,61,26,13
291,61,25,13
292,61,27,14
294,62,26,14
294,61,27,13
296,61,27,13
296,61,27,12
297,62,27,12
297,61,27,12
299,62,25,12
298,63,26,12
298,62,26,12
298,62,26,13
298,62,24,13
298,61,25,13
298,62,25,13
298,62,26,13
299,61,26,14
300,61,26,13
301,62,25,13
303,61,25,14
303,61,25,13
304,61,26,14
305,61,26,14
305,61,25,14
307,61,24,13
307,61,25,13
307,61,26,14
306,62,27,13
306,62,26,13
305,61,27,15
305,60,27,15
305,62,27,15
304,62,27,14
303,63,27,13
301,62,28,13
300,61,29,13
300,61,29,12
296,63,31,13
296,62,30,12
294,61,30,12
292,62,30,12
291,63,32,13
291,62,31,13
292,64,31,13
291,63,33,13
291,62,33,13
291,63,32,12
291,63,32,12
291,63,32,13
292,62,31,13
291,61,31,13
290,60,32,14
290,56,34,18
289,56,33,19
290,55,33,19
287,56,34,18
287,57,33,17
287,59,33,15
